label,text_,char_count
1,"very interesting, suspenseful plot written in a believable manner. i will definitely be reading the next one.",109
1,"normally after finishing a book, i will read the next one. if you have been following the series, you know the characters, and the storyline is very well written. i enjoyed this book. i highly recommend this book. this was a very good story. the characters were well developed. i liked the way the story line was told and the book was well written. i liked the ending. i felt like there was more depth to the story. this was a great book for me to read about. i enjoyed the character's, the story line, the action and the romance. the romance was well written. the story flowed nicely and kept my interest. i am looking forward to reading more by this author. i love this series, and the story line was well done. it has a good story line, with a good ending. i would recommend this series to anyone. i really enjoyed this book. it's a quick read.",847
1,these bulbs are awesome! unsurpassed my expectations and the light is bright enough to make my entire house look like a nightlight. the only thing i can say is that the bulb is very bright and it's a little smaller than the size of a standard fluorescent bulb. i like the shape of the light and it's very bright! i also like the fact,333
1,"i don't know what else to say, but it is a great product for the price!",71
1,love the way the top holds the suction cups. i also love that the suction cups are,82
1,"it looks like seagate central, but the quality isn't good either.

the only downside is that the case seems to be a",115
1,"these are cheap classy looking, but i thought they would be a little tighter in the toe box. i wear them around the house, but they",131
1,"fabric with ""wood"" like pieces.  i love the look and feel of these shoes.",73
0,"this is without a doubt this author's best novel; & i've read her 2 previous ones, more than once.
the details re: mac's illness were exceptional, as were the details of each character. i really appreciated the details re: the idiosyncrasies of the characters ie: max eating a handful of almonds during a very stressful time.
the suspense throughout the novel kept me seriously engaged, the ending blew me away!
good story, but excellent writing! keep them coming! gb",467
1,"i put off reading this book because i thought it was too short. i thought it would have been a great story and i liked it. the writing was good and i enjoyed the story. it was a good read. i absolutely loved this book! i was given this book by a friend in exchange for an honest review. i loved it!  it has great characters and plot twists. i highly recommend it!  it was an awesome read!  i can't wait to read more from this author. i love reading about people who are just getting their hea, and i love this series!  highly recommend it!this was a very good book. i enjoyed it and was looking forward to reading the rest of the series. i would recommend it.",659
1,"reasonable price, decent workmanship, and looks great in the kitchen. i will keep my review for future",102
0,"something is very wrong here.

i suppose there were aspects of this movie that were not deemed politically correct.

the movie never saw the theatre circuit, so i read.  shame, really.

val kilmer deserved an academy award for his performance.  but, then, that would be kind of difficult to explain.  would it not?

this movie is a must see.

don't know what else to say without being cliche.",392
0,i got these for my gf & she loves them. perfect fit & great print.,66
1,"works very well, stay stationary and have the right tools. works great.",71
1,"although i'm happy with the purchase, i wouldn't recommend this product.

the only downside is that it's very hard to mount.  the ring itself is a bit difficult to mount to the mount and the screw on the rear end is loose.",222
0,"this disposer has been a good one.  the only problems i have had was a wobble once..ran some ice through it and it took care of it.  then a came a little loose once,  this could have been my fault, not sure.  the thing i like is that it is very quiet compared to our last one and that it has a 6 year in home warranty.  we have had ours for about 3 1/2 years.  pretty good disposer.  have a nice day!
still going strong after 5 years of daily use.  they may be a little more expensive than some, but they are well worth it.  this s a great, solid brand.",553
0,"this bipod is really a good product. it's construction is solid the qd mount works great and it is very stable on the rifle. it's obviously a knock-off of the harris design, but with a few twists that in my opinion, make it even better. first off, all of harris' bipods are designed for a swivel sling mount. you have to get an adapter to make it fit a picitinny rail. this adds unnecessary height, bulk and weight to the unit. utg did it right by making it fit the picitinny rail first and even threw in an adapter for a swivel sling mount if you're so inclined. the legs are really solid even at full extension and the panning feature works great without having to loosen a knob. this is a steal at this price. i'd buy another in a heartbeat.",744
1,"maddix is out there with a bunch of crazy people. he is a detective, a crimefighter, a",86
0,wasn't sure what'd i'd find behind the old aprilaire thermostat i was removing so i purchased this. i'd totally recommend this even if you're not needing to cover issues. it makes it look way nicer.,198
1,i loved all 3 books. each book was very well written. there were a few typos and mistakes but the story kept me interested and entertained the whole time. i would definitely recommend this book to anyone. i am looking forward to reading more by this author. i loved this book.,276
0,works wonderfully to date after a few months. this thing cooks an epic amount of rice. i haven't even been able to use all the crazy features on it yet. but all around solid product and it was at a great price point compared to other similar rice cookers when i bought it.,272
0,"i have worn a size 10 since i was 10 years old, so i ordered a size 10 and kept my fingers crossed that they would fit. they run slightly small, but i can still wear them as long as i wear thin socks. my wife wears a 9 or 9.5 and she says that the 10's fit her the boots themselves are really cute and the zipper makes it easy to get them on and off. they look great with jeans and i'm sure they'd look great with leggings, if i wore them. there isn't a lot of cushion, but i'm comparing them to ahnu boots, which may be a class of their own.",542
0,a friend sent me this book thinking i needed the info!  it was really well written and answered all my questions.  i discovered eating and a sedentary lifestyle aren't the only things that can cause weight gain.  there was info on supplements that i wan't familiar with.  it took all the mystery out of heart monitors. i now have a better idea of how many calories i should be consuming.  and i found the section on muscle confusion really interesting.  this book is good motivation for weight loss!,499
1,"a wonderful follow-up book in the series, with a third book in the series. i was given an arc in exchange for an honest review.  the author is a wonderful writer and i look forward to reading more of her work.i enjoyed this story. i liked the characters and the storyline. i found myself with a feeling of danger in the end.i love the idea of the story and the characters.  i love the way the author created the characters.  i love how the author wrote them.  i love the way the author moved the story along.  i love how the author makes it all work out.  the characters are well developed.  it is a fun story.i have read this author before and she is not my favorite.  i found it a bit hard to believe that she would write this book for me.  i will be reading the next one",773
1,i bought this mainly to replace an older one that had two switches.  the old one has a new switch.  the new one has a different switch.  i was very pleased with it.  it is a good value.i use this as a battery replacement.  the battery compartment is very small and feels like,275
0,"i was recommended this shower filter by a friend. i was not expecting much. but even after the first use, i amazingly could feel the difference. water warmer and it feels better on my skin. totally happy with this shower filter.",228
1,"simple, yet effective. has everything i need and the price is right.  i have a few",82
1,"dog loves them, i have a 9 year old lab and i have a 5 month old lab and",72
1,"we did a ton of research on the pros and cons of this product before buying this one. the pros are that the dishwasher is easy to clean, and the cons are that it's difficult to clean when it's full.  the cons are that it doesn't stay in place with no maintenance.  i've washed it with soap and water and it's still soapy.  i just put it in the dishwasher and it still looks great.  i would recommend this product for anyone",423
0,daughter loves her! although neither of us are familiar with this character. it was christmas on a budget this year and she happened to be the cheapest my little pony barbie available. either way my daughter is a fan and doll is cute and a great price - thanks!,261
0,"simple with an easy explanation style, this book offers old pros and new owners an opening pass to the battle that is puppy training. but i think, if you stick to this book, you have a much more positive chance of winning the war.",230
0,"this tower is big for a mid tower but i like it

came warped in plastic

clean nice paint job

cant complain yet great tower!!!",127
0,"very well written book. enjoyed the writer's style, and the education i got along the way!
very scary subject matter.",117
1,"very light read, perfect when it comes to the paranormal. i will definitely be reading the next one. i read this book in the last few days and have enjoyed it. the characters are well written and well developed. i would highly recommend this book. this was an excellent read.",275
1,"this unit was very easy to assemble and the materials are good.  the only reason i gave it 4 stars is that the plastic parts are very heavy, and the cover is very fragile.  the material is not durable, so it will be hard for you to put it",238
1,i bought this watch in black and the quality is just right.  the band is a bit short and the clasp is a bit stiff.  the watch itself is a great looking watch but it's a little smaller than i like.  i wish it had a bit more shape.  i'm a big fan of the watch and i can't wait to wear it,285
0,this movie is one of anthony hopkins best performances!! this movie will make you think about how life really is in aspects that we normally avoid simply because it's just too painful. it makes me wonder about hospice in a way that i have never thought about it before and i am rethinking its methods.,301
1,"nice material, authentic shirt!
bought it for my husband as a christmas gift.",77
0,"this is a nice travel portfolio. it's a good size  - about 6 inches wide by 9 inches tall and a good 2 inches deep with room for more if you don't mind it bulging a bit. you can sling it over your shoulder or strap it to your belt like a renaissance faire pouch.

it has all kinds of compartments. in the back are a zippered pouch running the full length of the thing (about 7 inches from where the zipper is placed) and another zipped pouch gives access to the back of the flap, where you could stash some cash or change or a credit card or two if you want to keep them in a less obvious place.

the front opens up two ways - from the bottom up and from the right like a book. if you flip up the top flap there is a small pocket in front and access to the main pouch. if you open it up from the right (via a velcro strap)  you have slots for credit cards and id (five slots total, one see-thru), a place to slip a pen, and three other assorted pouches on the right side.

the stitching seems sturdy. i like rothco products and i've found them to hold up well. i'll update this review if there are any changes where durability are concerned. all in all i'm pleased, other than the fact that my earth brown turned out to be dark brown, a color not even listed as an option by amazon. the tag says ""earth brown"" but is not the color shown on the ordering page.

i won't knock it a star for that though i'd rather have the earth brown i ordered, or at least something that resembles earth brown more than a bar of chocolate.",1521
1,great gift. hollow inside. about $200.00 worth.works great.nice bag for the,75
0,"fast service, the book came in less than a week,like new. the book had extactly what it said with some highlights and written pages. it was okay because it also helped me study and learn from those writtenpages it had :)thanks so much.",235
1,"the saucer with the removable plastic ones, the wooden ones, the steel ones, the pine ones.

i had to replace the bowls and then the plastic ones.

i have to say, this is a good value for the price.i bought this for my dog who is a chewer.  he will go to the vet and the vet will say that if he chews on something, he will get a vet check.  i have a 60lb terrier mix and this is his first time chewer.  i love that he has a ""treat"" and he does not get sick or have bad breath from it.  i have to get him a full meal every day and this makes it easy for him to chew on.  i also like that it does not have a leash, but i have used a leash before.  i also like that it is very well made and that the",696
0,"i love this pillow. i can make it as ""plump"" as i please. it's very cuddly too.",79
0,"its funny how the internet, most especially the social media has become a crucial thing in our lives that it can even affect a relationship. now a days, it has become one of the common reasons why a lot of things go wrong, even why a man would not want to commit (read the book and you would understand what i mean).
it was a wonderful book, although written for women to get their man committed. it was not at all one-sided.",425
1,i want more!  amazing book!  looking forward to reading more from this author!very good.,88
1,i got these for cookies. they are the perfect size and fit perfectly. they have a nice grain to them and they are a nice look. i am very happy with these. i would definitely recommend these to anyone.love this cover. easy to clean. i use it to cover my sunblock. it is very soft and plush. i can't wait to use it for my tea. i just put it on top of the stove and it is great! it's very easy to wash and dry. i highly recommend it.i bought these for my daughter to use for her,475
1,enjoyed reading this one and i will be reading more from this author. happy reading!great story.,96
0,"this was free - thank goodness - or i would have been really put out.  i finished it even though i knew how it would end.  just too much of the same dialog and way, way too many f words.  i love a good romance but this one did not feel real to me.",247
0,"easy to use, instructions were clear. now, how sensitive it is cannot be determined with my single use. the smell of gas was so slight and outdoors i'm not sure it is able to detect it as it registered no presence. naturally it cannot compete with detectors costing many hundreds of dollars, however, at the price and as a supplement to your own nose,  i would have it on hand.",377
1,"i am a big fan of star wars and the movies.  i also have a few of the other star wars products and am a huge star wars fan.  i was very impressed by this set.  it was a little pricey for what it is, but it was worth it.  the 2 pieces are removable and it has a great variety of options to add to the collection.  my grandson will love it.  i am very pleased with this purchase.this is a great toy for your little one. the little one will really enjoy playing with it. they are very durable and will last a long time.these are very soft and cuddly.  i love the colors and the size.  i also like that they are made of recycled material.  i will be buying more!  i have a lot of fun with these.my son loves this toy and he was very excited to get it for his birthday.  it is cute and easy for him to carry around and carry around.  he plays with it all the time.  the only complaint i have is that it was a bit hard to put together and",932
0,fits great very comfortable and easy to use. so much better than the last one i had. i love it its easy to put on easy to adjust and works well even for me and i am a very large chested women.,192
1,"i have three dogs:  a 9 pound lab/poodle mix and a 2 year old lab.  the great dane is the most handsome and tall dog we have ever adopted.  we adopted him from a shelter in the midwest, and he was going through an excellent transition period.  we gave him a harness, and it worked great.  the great dane is so handsome and strong, and has",338
1,"i really, really, really expected this book to be a part of a series, but i was disappointed. i had a lot of fun with this book, but i was really disappointed with it. i really, really wanted this book to be about me. i had a lot of fun with this book, but i was disappointed with it. i really, really wanted this book to be about me. i had a lot of fun with this book, but i was disappointed with it. i really, really wanted this book to be about me. i had a lot of fun with this book, but i was disappointed with it. i really, really wanted this book to be about me. i had a lot of fun with this book, but i was disappointed with it. i really, really wanted this book to be about me. i had a lot of fun with this book, but i was disappointed with it. i really, really wanted this book to be about me.",802
0,"great food, one of my favorites for my goldfish and other omnivorous fish. works great on a clip, or just soak and dump in the tank. i have also found it works great in gel food for added nutrition and fiber.",208
0,"i have been using the crap out of this tool here in afghanistan, and it haven't dissapointed me at all.",103
1,it's quite compact and the mic has a nice feel. i also love that it's been powered by a 6v lithium-ion battery.  the sound is crystal clear and it's nice to have a little extra in the bag.i use this as a dual-core desktop pc with no issues.  i have the most recent version of windows 10 on it and it has great performance.  it runs very quiet and seems to be on a high speed.  i have no issues running games or watching netflix.  the only issue i,446
0,"whoever designed this simple, yet critical piece of gear should be awarded the nobel peace prize.  i love my cattle dog mix, even though she is an on-the-go-pooper.  one every walk.  usually within the first 5 minutes of a 30-45 minute walk.  being a responsible dog owner, i carry the bags and then had to use that knot/leash hold maneuver to carry her deposit to a proper repository.  two months ago, we adopted a second cattle dog mix and now i have a leash in each hand while i walk the poopingest dogs in the world.  bag juggle??? not so much.

so i searched for a solution and i found this simple, yet amazing solution.  it's durable and can't imagine it will take years for the rubber to stretch out and give way.  i have one for each leash making it much safer to walk them because i've got positive control of the leashes.  i sent one to my aunt and one to my mom for their dogs.  i suggested my dog walker to charge each client a one time fee to get one for each of her walking clients.

the dog accessory industry is so vast, yet this is one of the must underrated necessities.  i have never found anything like this in stores.  i'm glad someone thought of making them.  bravo alcott.... bravo.",1205
0,a+ highly recommend. very fast turn around time and was in my mail box before i even realized it!  i would purchase from this person again!,139
0,fun colorful socks for my grandson.  they go with lots of super hero and sports team shirts!,92
1,the story pulls in the reader into the story and makes you feel as if you are part of the story. the story is told from a very different point of view.,151
1,this was a gift and i will be using it in the future. nice little light. works as advertised.,93
1,there wasn't a dry eye here. the characters were just too real. there were too many of them. there was a lot of sexual tension and then the violence was so great. there were so many of the sexual references. i loved the sexual references. i loved the characters. i loved the relationships. and i loved the way they were woven into the story. there was a lot of sex. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot of sexual tension and then the violence was so great. there were so many sexual references. there was a lot,1067
1,"this is difficult to understand what has happened to the families of the victims, who have been victims of abuse",112
0,purchased many times and like these - they finally got rid of the cloth underside to the sandal which helps with the stinky foot smell that happened with the old design!,169
1,it makes life easier when using it and the tools are included.  the only reason i don't,87
1,perfect to keep ants out of my house.  i've also used this for a few years.i bought this for a friend who has a small dog and she had a very sensitive ear. she had her ears fixed and i was able to remove the ear plug to get her ears back. i used this with a toothbrush and a toothbrush and,289
1,"brighest little bulb i have ever bought, the light bulb is a nice light, the size is just right and the brightness is nice, i have used the light bulb in a flashlight and",170
1,"was heavier than we thought, but the quality is good.

the only reason i ordered this is because i had to return it.",116
0,"the original edition of 'leaves of grass' published in 1855 contained twelve poems only. the subsequent editions beginning in 1856 were to greatly expand the work. thus i would recommed that anyone who wishes to know the true range of whitman's work find another selection of his work of which there is a larger share of his great work.
whitman is the poet who emerson prophesied, the american visionary poet who sang of the complex greatness of the society, and connected his own soul with its expansive facts of life.",519
0,"these are great.  i used to keep all my siverplate, serving pieces, and napkin rings in a silverware box that was so big it had to be put in a closet where it quickly got stacked with ""stuff"" or put up too high to get without a stepstool. it seemed more bother than it was worth to use. now all my pieces are close by and fit neatly in a smaller plasic container that fits in the cupboard with the good china.  it was so easy to set the table for my last dinner party with the ""good stuff"". i especially like that i can pull out just the number of place settings that i need without having to bring out the entire service. i haven't had them long enough to see how well they prevent tarnish, but they definitely are convenient and keep the silverplate from getting scratched.",775
1,"armand was a self made man who had an interest in the history of the art world and he was a very interesting character to read about.  the story was told in a very interesting way with many twists and turns in the story.  there are many similarities to some of the other authors of the book and i highly recommend it.  i have read many books by this author and will continue to read more of them.  i am looking forward to reading a few more of her books.i really enjoyed this book, and i will definitely be reading more of her books!  this is a great book for any beginner.  it is not only a great introduction to the art of drawing, but it is a great introduction to the art of drawing and the art of painting.  i was able to find some helpful information from this book as well as a few other books i have read.  i have not read the other books in this series.  i have not finished the other books in this series and am looking forward to reading the other books.  i would recommend this book to anyone who is learning the art of drawing.this was my first book by this author and i was not disappointed.  i was excited to see how it turned out but at the same time i had a lot of questions.  i just didn't know how it would",1225
0,happy that my daughter enjoyed these pretend play toys . but only things she keeps making the baby go potty which i have to order some soon. and it stick on right and fits doll great even up to 18inch dolls too,210
1,"though a ""true blood"" fan, i have read the first three books in the series, and this one is a keeper. the second book is also a must-read. i enjoyed this book, and look forward to the next book. this is a very good book. the authors have a very good idea of the world and the people. they are very well written. i just wish there was more to the story. it was interesting to see how the story went from one country to another. the author kept me interested until the end, but i was a little disappointed. it is definitely a book that you should read. this is a very good book. i like the fact that i don't have to deal with the emotional side of the story. it has a good story, but i have to deal with the book. i liked the way the characters were portrayed. i would recommend this book to anyone who enjoys story telling. i'm a big fan of the ya books and this book made me feel like i was there. the characters were very believable, the story line was well written and very well developed. the ending was disappointing and the ending was not a good one.",1055
1,i was absolutely thrilled with this dress and the fit. i normally wear a size 10 and ordered a size 10.5. i am a 32d,116
1,great for the price. not an easy task to install but it works for me. very nice.,80
0,"anyone thinking that the quality of a $15 dummy gun should be up to expectations of quality to a $500 prop replica is a bit ridiculous. this thing is made up of two halves that are glued/screwed in place (mine had a very tiny gap, but didn't matter since it's just for an accessory to my trooper armor until i get a better one on order). the trigger does not move. it's a dummy costume gun, nothing more. some black spray paint can fix it right up for a quick make-do e-11 (inaccurate, but better followed by than the hasbro). it's worth about $10 personally due to absolutely no functionality in movement, but for what i needed it for it will be fine. if you're looking for something screen accurate with sturdy craftsmanship and great detail, please don't even bother. rubies. that's all you need to know.",807
0,my bulldog absolutely loves this product. he will sit patiently wagging his little tail so excited and loves how it feels on his body.,134
0,"this book l was a short, erotic read. i did enjoy it, but it was too short for my reading preferences. hence, only a 4-star. but still an enjoyable read.",153
1,the video quality is meh.  i love the movie.  the music is beautiful.,69
1,i never saw anticipation written into my head. i was expecting a lot of action and suspense. there was a lot of sexual tension and then the beginning of the book was boring. it was hard to get into the story.,208
0,"i owned this movie as a child (purchased at musicland in the basement of westroads mall omaha, ne) and was excited to see it again but i must admit that i enjoyed the japanese version better.  despite the fact that the main character was dubbed by an asian actor (keye luke who portrayed master po on kung fu and was also the voice of the main characterin rodan) it just seems to flow better and make more sense.  i also appreciate the original soundtrack for the film as it seems to fit the mood or tone of the film.

with special faetures and two different versions of the film i would say this is a bargain at twice the price.  so do yourself a favor and pick it up before it goes out of print.",697
1,love this tiny clutch. i use it as a night watch for my husband who is a mechanic and he is so impressed with the,113
1,this is the story of a young girl with a history of being a killer. she is one of the few survivors. the story moves at a steady pace and the characters are strong and interesting. the author does a great job of making the characters believable. this is a great series for young people.i loved this book!  i can't wait to read the next one!i received a,352
1,"i wear a size 13, and it fits fine.  i will keep it, but i'm going to be careful about the fit, because it is a little tight on me.i like it.  it's a good size, very comfortable.i bought this for my husband for his birthday.  he's a huge fan of the sneaker and it fits him so well.  he says it's very comfortable and he's wearing it all the time.  i got the black and it is exactly what i wanted.  i've only worn it twice, but i",428
0,barely makes any light and it stopped working after about a half hour of use.,77
0,"the stainless steel is easy to disassemble and clean; it does not absorb bacteria like plastics.  i chose this one because stainless steel is healthier than plastics, and it looks better in my kitchen - like a sculptured water fountain.

after running it for the first time, after a few rotations of water, any residual rubber or machine smells will be gone, as the first reviewer/most helpful reviewer mentioned.

simple maintenance is key:

if the motor and pump are disassembled and cleaned properly, you won't need to replace them; you'll only need to replace filters, which are reasonably priced and well worth it.
if you don't clean the motor and  pump well enough or often enough, you will have to purchase a new motor and pump from the pioneer pet website (at least they sell it separately, though it's pricey enough to make you think about getting a second fountain.  maintenance is key to getting 5 star use of this product and keeping its economic value.)

my cat has allergies and urinary tract infection tendencies; water is so important for her to prevent these issues.  she drinks the most from this fountain, laying next to it and sopping it up for minutes, than she ever did from the 2 plastic ones we had before (and eventually stopped working).  this fountain has helped keep her healthy, she's so hydrated.

it's very quiet and will only get noisy if you let the water level fall below the motor's line.  the noisiness is a sound of the motor's slow death - keep that water filled.

take care of this product (and it doesn't take much; there are easy instructions, even online videos), and your pet will love you for it.  we've had this fountain 2 years this spring. she looks at me with ""i love you"" after i gave it to her the first time, and after i clean it (every week the bowl @ 5 mins, every month all parts @20 mins).  we both love this fountain. 5 stars.",1882
0,this is one of the best things i have ever bought,49
1,this was a really good book. the characters were well developed and i enjoyed the story. the writing is well done,113
1,"makes a difference on a few things, but the instructions are a little misleading. i was just using a pair of the",112
1,my dog loves the flavor and has been eating it for a month now. he loves the taste.i bought this for a friend's cat and she is a huge fan of it. it is a little hard to get,171
1,they snag easley. zipper helps to keep the food in the dish.nice harness for my,79
1,"it's more of a kid's book than a story, and i'm not sure if i'm one of them. i had a friend who was a social worker and she had a lot of fun with it.",149
0,"this is based on the iain sinclair credit card knife. these ones however are generic and have no brands imprinted on them. i do not have an authentic iain sinclair knife to compare these with, so i'll go stag with this review and give you the raw details and only this product.

i ordered these on amazon from china in a bulk package of 4 for about $5 as favors for friends. now in its packaging, already i notice the plastic parts wobble... because they are extremely thing. the cards measures 5 3/4 inch by a little more than 2 inches. they're easy to figure out how the use despite the fact that they do not come with instructions. there is a safety wheel that needs to be turned with a fingernail so that the blade can pop out. after you fold the blade back along the cutout, the other two flaps of the card fold together to form the handle. they will not pop out unless you force them apart.

the knife itself is about half a millimeter (mm) thick. this would not be applicable for any defense situation, this would however come handy with opening letters and tapes  (but not bubble wrapped packages or cardboard boxing). the entire knife is not as a solid as an actual switchblade or letter opener and flops around quite flimsily.

the folded card will fit in most wallets where credit/gift/debit/reward cards usually go. the card is lightweight and will take no more than 6-7 seconds for an average person to assemble.

great novelty item, but not very applicable. i may buy the original iain sinclair model to compare, but if there are for your collection or as favors to friends, you might as well go for it, for the great price these are offered.",1656
1,"for years and years i've had the idea to try this saw. it's been one of my favorite saws. the saw is designed to be a bit of a pain to operate, but it's still a great saw for the money. the saw has a lot of power, and it's easy to operate. the blade is smooth and feels solid.",276
0,"ordered this for my mother-in-law who has very small wrists and and needed something that was easy to put on. was exactly what she wanted which was something very simple but feminine.

great product great price.",211
0,"the worst finger paint! it's incredibly thick and fairly hard to use. but worse, it's so difficult to wash off and (at least temporarily) stained my daughter's hands! i think highly of m+d in general but they should be embarrassed by this.",239
0,i'm  very  satisfied with  the  arcenciel water resistant  bicycle  bag. i'm so  satisfied  i ordered a  second  one.,117
0,"this is the greatest comic ever written and for good reason.  it takes place in the ""real"" world, during the mid eighties.  this story looks at the charector behind the mask, what makes that person tick, and how they got in the costume.  the story starts off simple, a murder, and evolves into something that effects the fate of the world.  a good portion of the story takes place in flashbacks, and shows how much effort and thought went into this story and how everything is connected together.  another thing about this story is that it doesnt give away anything early, like in most comics, we find out when the charectors do. and in the end when you are done you will realize why this the greated comics ever writtten.",722
1,"this book was so beautifully, and it kept me engaged. i will keep reading it!very good.i read this book in the middle of the night, and it was great.  the story was well told and",178
0,"i have been inthe process of removing a transmission from a 93f150.
i put this tool to the test when i was removing 4 bolts to remove the rear driveshaft.
i will tell you make sure you use quality wrenches when using this tool. it should seem obvious. but, bottom shelf hf wrenches will bend. make sure to have minimum craftsman raised panel wrenches or better.

but anyways, if your getting sick of hurtin your hand trying to bust nuts with a 1/2 or a 12 mm. this is the tool for you.",485
1,"smaller than expected, but if you have a medium-size dog, it's a must!

i bought this harness for",97
0,"i love this bluetooth speaker.  the sound is great and it is small enough to travel with.  this thing is well built and tough and it can easily be used in any outdoor events such as hiking, biking , camping, etc in any weather conditions.  i was able to pair it to my ipod and iphone in a matter of seconds.  i cant wait to use it on my next outdoor adventure.",360
1,"works perfectly as expected. a little bulky, but very comfortable.

the only reason i gave",90
0,my daughter is going to love this!!!!! amazing customer service!!!,66
1,love jeffrey archer and he doesn't disappoint.  the two men are also very well drawn and the story is well-paced.  there is also a lot of action and,148
1,"i broke my old radioshack and bought the new one. i did not need a radioshack. i am very happy with the product and the quality of the product. i would definitely recommend this product to anyone.

i will update this review with any new reviews.

i have used this with a portable sink and a shower head and it is a great deal. i have had great results with it. i am very happy with it and will buy another one for my family.

best of all, i will use this with my dewalt dewalt shower head and it does not have any problems",522
1,"i've mounted a couple other, more expensive mounts with similar characteristics.

the mount i received has a self-healing mechanism. the mount also includes a plastic ""plug"" that attaches to the power cord and the cable. i've used it for a couple of weeks and it does the job well.

the mount is also a very sturdy mount with a very strong magnetic strip. i've used it with my canon 5d and it works great. it's very easy to mount and holds the canon 5d well. the only issue i have is that the ""plug"" doesn't come with a",519
0,"if you want to visit a place that has a rich historical background, where the americans witnessed some of the most depressing times, the place you ought to see is the city of virginia which is the place where some dark times were passed. to know more about the place, read wilmington nc travel guide - miss passport city guides presents mini 3 day unforgettable vacation itinerary to wilmington north carolina (miss passport travel guides). you will be familiarized with the history of the place that will make you want to visit the city even more. if you are a history buff this book is a must read for you.",608
1,i haven't even had it yet. the only reason i gave it 4 stars is because i just,78
0,good quality at a reasonable price. love not having to put metal tags on the collars yet still having the important info on it.,127
0,"i have a very high instep, got it from my grandma, and a bunch of family members suffer with the issue as well, including my son, aunt and sister.  those are the ones i know about.  it's a problem for getting shoes that fit at all, especially shoes i can wear for any length of time.

amazon is my go-to place for shoes that have the sizes i need.  there is no guarantee the shoes will be comfortable.  it's entirely the fault of my feet, and not the shoes.

the problem with a high instep is most shoes are not really comfortable.  this particular shoe cut into the top of my foot.  it's not a cut that bleeds, certainly, but it's definitely a huge indentation in the top of my foot, which goes away in a few hours.  i wore them for a wedding, my son's wedding, and i literally had to take them off to go down the stairs to walk down the aisle with my son and husband.  they were actually too big, and i was afraid they would fall off down the stairs, which would make me trip.

when i find a shoe that works for my feet and keeps my feet from pain, i will be faithful to the brand.  skechers is one i can rely upon for the wide size i need and the comfort i deserve.

the price of these shoes was outstanding!",1211
0,"there aren't many movies i watch over and over, but this is one. there is no sexual misconduct, no one gets hurt, and all the good guys and gals get a happily-ever-after.

when i feel frustrated because my dreams feel out of reach, this is a feel-good movie that helps me feel better.",284
1,"taken seriously as in all the other movies.  the acting is top notch, the directing is top notch, and the cinematography is top notch.  the story line is very moving and it's well told.  the acting is top notch.  the plot is top",228
0,i found it entertaining and would probably watch it again. i thought al's character was pretty funny. i just wished it would o ended different.,143
1,"the product works fine, but it has the design flaw. i will not recommend it to anyone.great product. great price. i am using it with the trs-80a and it works great. it is a good value.i use this as a battery charger.  the battery works well.  i have the phone charged in the car and it is a solid charger.  i just wish it came with a charger that could charge my phone with a charge.  the charger is very easy to use",416
1,.  the  book was an easy read and i was able to understand the characters and the dynamics.  i had a lot of fun with the characters,131
1,"this product, along with the other ones, are very comfortable. i also like the fact that the bottom plate is very flexible. i also like the fact that the side plate is straight. i have been using this on a bedside table for years and still find it very comfortable.",265
0,i received this arc for an honest review.  it was time for sergei ' s story! very enjoyable read although i would highly recommend reading the first 2 books first. i loved the way the animal side communicated with their person! can't wait to read about greybear!,262
1,these are the best wireless speakers i have ever used. i will keep my review for a couple months,96
1,"for the past 3 months, i have had the dogs in the carrier and they have been eating them. they are not the best for our needs. my dog is a bully who likes to get down on his back and get up on his feet. i have had to put him in the carrier and a blanket over him to keep him from getting up on his back. i've had the dogs for a few months now and they are still eating.i love this brand of cat food.  i have tried other brands before, but this one is the best for my cat.  she loves it.  i have a small dog and he likes it too.  it is a bit expensive but worth it.  i have to keep it in the fridge for a while and keep it warm.  i also love that the bag is made of sturdy plastic",679
1,these are so nice. definitely recommend.great quality and comfortable fit.  these are the only ones i will be buying again.  i will order another pair.  i have received many compliments.i had to return them because,214
1,"one thing is for sure: this is the only one of the two g-shock i own that doesn't fit.  the other one is perfect, the plastic is so thin it's barely noticeable.  it's not waterproof, it's not even warm.  i ordered the full size and it's actually a bit loose.  i can't wear it with a sweater underneath.  i just went with the xl and it's not really too tight.  i wear a medium and it's still too tight.  i have a small chest and it was a bit tight in the chest area, but it's definitely not too tight in the back.  it's a good buy.

i'm 5'4"" and 140lbs, and ordered a medium for my measurements.  i ordered a medium, but it was a bit too big.  i ordered the medium, which was perfect.  the top of the shoe is tight.  i'm not a size 10 and ordered the medium and it's perfect.

i think it's a good product for the price, but i",824
0,'remember' is superb filmmaking.  christopher plummer is remarkable and we are fortunate that he was cast in this film and in this role.  this movie is what great filmmaking is all about.  great screenplay and direction.  don't want to give away any of the plot because i feel it will give away too much and spoil the excitement of the film.  it's the best film i've seen in quite a long time.,393
